Snapshot_Date,Opportunity_ID,Opportunity_Stage,Opportunity_Type,Opportunity_Annual_Amount,Opportunity_Created_Date,Opportunity_Close_Date,Opportunity_Product,Account_Electronic_Medical_Record_System,Account_Hospital_Type,Account_Fiscal_Year_End,Account_State,Account_Zip_Code,Account_Number_of_Hospitals ,Account_Number_of_Beds,Account_Number_of_Affiliated_Physicians,Account_Number_of_Employee,Account_Cash_on_Hand,Account_Total_Patient_Revenue,Account_Net_Patient_Revenue
4/1/22,0061K00000eHQSr,Stage 3 - Pricing,New Business,221353.92,12/23/19,6/23/22,Privacy Monitoring,Epic,Health System,,OH,44310,4,778,1056,5289,755775569,6931286080,1252210989
4/1/22,0061K00000eHLnL,Stage 3 - Pricing,New Business,329793.4224,12/19/19,10/11/22,Diversion Monitoring,Epic,Health System,,CA,92103,5,960,2286,7778,28876884,10513956317,3049472458
4/1/22,0061K00000eHLl3,Stage 3 - Pricing,Existing Business,162619.5436,12/19/19,10/30/22,Diversion Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,CA,92868,24,379,1143,4605,,5277530139,1659711206
4/1/22,0061K00000eHLjb,Stage 3 - Pricing,New Business,230793.9961,12/19/19,9/28/22,Diversion Monitoring,Epic,Health System,,GA,30066,14,2629,4160,13515,29903615,20213320241,4105784125
4/1/22,0061K00000eHjuf,Stage 2 - Scoping,New Business,343415.5492,1/8/20,9/30/22,Privacy Monitoring,Epic,Health System,,GA,30309,20,3412,6866,15941,338319316,27020228378,5368286206
4/1/22,0061K00000eHgqn,Stage 3 - Pricing,New Business,468759.6254,1/7/20,8/30/22,Privacy Monitoring,Epic,Health System,,GA,30322,10,2353,4697,12306,1249349425,8665299785,2573827606
4/1/22,0061K00000eHcKr,Stage 3 - Pricing,New Business,396284.4,1/3/20,7/17/22,Compliance Analytics,Cerner,Health System,,MI,48439,13,1893,3269,12993,217623281,9288345567,2772966760
4/1/22,0061K00000eHbQw,Stage 3 - Pricing,New Business,830884.6363,1/2/20,10/26/22,Privacy Monitoring,Epic,Health System,,TX,75246,51,4875,9506,28298,342375318,31719367734,9226871582
4/1/22,0061K00000ehaun,Stage 3 - Pricing,New Business,327925.4497,1/31/20,10/28/22,Privacy Monitoring,Cerner,Health System,,CA,95661,25,3040,5999,15243,1434394345,24639055703,4982881611
4/1/22,0061K00000eGZeI,Stage 3 - Pricing,New Business,183116.4709,11/22/19,9/16/22,Diversion Monitoring,Cerner,Health System,,AL,35233,10,1699,1179,10607,89068303,11828655416,2684956577
4/1/22,0061K00000eGAOl,Stage 2 - Scoping,New Business,225803.0686,11/7/19,11/2/22,Diversion Monitoring,Epic,Health System,,IA,50266,30,2774,4392,18164,221260556,11554486344,3628296107
4/1/22,0061K00000eGAMf,Stage 2 - Scoping,New Business,619704,11/7/19,6/13/22,Diversion Monitoring,Other,Health System,,IL,60515,,5659,10148,,,,
4/1/22,0061K00000eG9xG,Stage 3 - Pricing,New Business,97848,11/7/19,10/15/22,Diversion Monitoring,Epic,Health System,,TN,37232,7,1307,2875,21227,607100089,18329514492,5290302667
4/1/22,0061K00000eG9xf,Stage 2 - Scoping,New Business,717552,11/7/19,8/22/22,Diversion Monitoring,Epic,Health System,,MO,63132,34,4328,6221,,30892210,20676830468,5518271279
4/1/22,0061K00000eG5ZK,Stage 1 - Evaluating,New Business,136987.2,11/5/19,10/12/22,Privacy Monitoring,Epic,Health System,,NY,11570,6,1724,2823,,13428000,11927474922,2587604508
4/1/22,0061K00000eG0Mv,Stage 3 - Pricing,Existing Business,1177089.723,11/4/19,11/30/22,Diversion Monitoring,Epic,Health System,,WA,98057,57,10435,17985,56805,2277929272,67832876048,17761759973
4/1/22,0061K00000ebRZB,Stage 1 - Evaluating,New Business,333298.9085,10/15/19,6/16/23,Privacy Monitoring,Cerner,Health System,,ME,04412,10,862,2387,,245866189,4967822445,2206499177
4/1/22,0061K00000ebkFS,Stage 3 - Pricing,New Business,212004,10/25/19,11/30/22,Privacy Monitoring,Cerner,Health System,,NJ,08360,5,668,931,5572,78975642,4599701825,972837022
4/1/22,0061K00000ebgU1,Stage 3 - Pricing,New Business,225762.9237,10/23/19,9/30/22,Diversion Monitoring,Epic,Health System,,VA,24016,8,951,1522,7469,5228803,6217397878,1933876475
4/1/22,0061K00000eaXE4,Stage 1 - Evaluating,New Business,115460.64,9/23/19,10/28/22,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,9/30/23,MA,01742,,111,568,,28227786,841142448,315138632
4/1/22,0061K00000eah5F,Stage 1 - Evaluating,New Business,335289.8707,9/25/19,10/20/23,Compliance Analytics,Epic,Health System,,PA,18103,13,2005,3644,,108780298,18426621273,3533744232
4/1/22,0061K00000e2HBk,Stage 3 - Pricing,New Business,199766.9389,9/3/19,12/30/22,Diversion Monitoring,Epic,Health System,,CA,94143,8,1569,2667,10378,4035475835,20906203178,5702637248
4/1/22,0061K00000e1Leh,Stage 2 - Scoping,New Business,391392,8/12/19,7/22/22,Privacy Monitoring,Epic,Health System,,MO,63132,11,2445,3096,,39110,9712980710,2806028531
4/1/22,0061K00000e0N7O,Stage 1 - Evaluating,New Business,326160,7/30/19,8/6/22,Privacy Monitoring,Other,,,,,,,,,,,
4/1/22,0061K00000dXXAP,Stage 3 - Pricing,New Business,103678.8982,6/14/19,7/14/22,Diversion Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,IL,62269,17,144,406,900,-6338,1234317750,284780695
4/1/22,0061K00000dWPOi,Stage 3 - Pricing,New Business,394364.5135,5/30/19,12/28/22,Privacy Monitoring,Meditech,Health System,,TX,75201,33,5715,4737,19502,1972866,24463805067,4542182756
4/1/22,0061K00000dVQfT,Stage 1 - Evaluating,New Business,391392,5/17/19,10/28/22,Diversion Monitoring,Epic,Health System,,WV,26506,23,2452,5628,,408523834,13130859129,4515714249
4/1/22,0061K00000dVNHf,Stage 1 - Evaluating,New Business,360011.4125,5/16/19,9/18/22,Diversion Monitoring,Epic,Health System,,IL,60153,4,1015,1374,,-5690415,7035486496,1822450958
4/1/22,0061K00000dVMsV,Stage 1 - Evaluating,New Business,479071.6358,5/16/19,11/7/22,Diversion Monitoring,Epic,Health System,,TN,37027,33,3309,4558,,60486646,25413958491,4504691555
4/1/22,0061K00000dVMGV,Stage 3 - Pricing,New Business,397906.7198,5/16/19,12/23/22,Privacy Monitoring,Cerner,Health System,,FL,33146,12,2655,5022,12884,2943109,19508186136,4342159039
4/1/22,0061K00000dVEfA,Stage 3 - Pricing,New Business,209403.7709,5/15/19,12/14/22,Diversion Monitoring,Cerner,Health System,,MO,65212,7,791,1249,4725,57319999,8470689600,4958521889
4/1/22,0061K00000cONkF,Stage 2 - Scoping,New Business,220120.6003,4/23/19,11/16/22,Privacy Monitoring,Epic,Health System,,VA,23502,14,2447,5561,,247939424,15867761277,4788053599
4/1/22,0061K00000cjGCf,Stage 3 - Pricing,New Business,306590.4,4/15/19,10/24/22,Privacy Monitoring,Epic,Health System,,TX,77030,9,2774,3594,15258,514064657,31011802529,5737386317
4/1/22,0061K00000cj0Jw,Stage 1 - Evaluating,New Business,9115.51968,4/11/19,11/7/22,Diversion Monitoring,Cerner,Rehabilitation Hospital,6/30/23,OH,43082,163,60,5,,2652868,43048912,25777278
4/1/22,0061K00000civ7T,Stage 3 - Pricing,New Business,156556.8,4/10/19,10/9/22,Privacy Monitoring,Meditech,Short Term Acute Care Hospital,12/31/23,OH,45804,12,110,262,1021,11018389,856004859,253504980
4/1/22,0061K00000ciOuV,Stage 3 - Pricing,New Business,274361.7965,4/3/19,12/13/22,Diversion Monitoring,Epic,Health System,,LA,70163,10,1799,3305,6257,67386985,13757049518,2764537851
4/1/22,0061K00000ciJCA,Stage 1 - Evaluating,New Business,149321.8373,4/2/19,11/30/22,Privacy Monitoring,Epic,Health System,,MA,02190,1,374,893,,14943804,1362816476,711553992
4/1/22,0061K00000ciilE,Stage 2 - Scoping,New Business,456624,4/8/19,7/6/22,Privacy Monitoring,Epic,Health System,,OH,44106,19,2995,4515,18297,17832715,21790976301,6639791210
4/1/22,0061K00000chmRo,Stage 5 - Contracting,New Business,1082641.099,3/27/19,9/11/22,Privacy Monitoring,Epic,Health System,,IL,60606,158,19495,29401,124923,3415828273,1.32099E+11,29075511531
4/1/22,0061K00000c4njV,Stage 3 - Pricing,New Business,557190,3/1/19,6/29/22,Diversion Monitoring,Epic,Health System,,MO,63141,43,4816,6663,23378,159205691,21188380117,6505253582
4/1/22,0061K00000c3D1V,Stage 3 - Pricing,New Business,448665.696,2/5/19,7/22/22,Compliance Analytics,Epic,Health System,,IL,61602,16,2074,3611,11594,2010921850,12173925432,3065396921
4/1/22,0061K00000c31gX,Stage 1 - Evaluating,New Business,500044.6751,2/1/19,6/21/23,Diversion Monitoring,Epic,Health System,,LA,70121,38,4009,6083,,113684137,17081084846,4656890148
4/1/22,0061K00000b3Qsm,Stage 3 - Pricing,New Business,418991.1971,3/7/19,7/16/22,Privacy Monitoring,Epic,Health System,,TN,38120,21,2708,3670,12464,160091963,13453250833,2802627571
3/1/22,0064100000TL1Fw,Stage 2 - Scoping,New Business,317822.6165,9/12/18,10/28/22,Diversion Monitoring,Epic,Childrens Hospital,12/31/23,OH,43205,2,694,2196,7282,85077078,3652792418,2048660855
3/1/22,0064100000TK0q9,Stage 2 - Scoping,New Business,41675.99094,8/29/18,8/22/22,Diversion Monitoring,Epic,Health System,,OH,43604,12,1594,2481,,165601560,10756540130,2468939952
3/1/22,0064100000PsQR8,Stage 1 - Evaluating,New Business,572570.8358,5/18/18,11/30/23,Compliance Analytics,Epic,Health System,,VT,05401,6,925,3052,6324,188301834,5040700397,2147692114
3/1/22,0061K00000jVBe7,Stage 1 - Evaluating,New Business,49718.30832,2/25/22,12/1/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000jVAqt,Stage 1 - Evaluating,New Business,130897.8472,2/25/22,12/16/22,Diversion Monitoring,Epic,Health System,,MT,59715,2,132,535,1730,8275178,769826807,410446489
3/1/22,0061K00000jV9BO,Stage 2 - Scoping,New Business,483832.2672,2/24/22,11/15/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,9/30/23,TX,75235,,786,1458,,56677944,8362574308,985442009
3/1/22,0061K00000jV7DQ,Stage 3 - Pricing,New Business,107708.904,2/23/22,10/27/22,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,12/31/23,NY,14301,,133,157,843,825300,199914111,83070116
3/1/22,0061K00000jV3Ou,Stage 1 - Evaluating,New Business,90373.5,2/22/22,2/17/23,Diversion Monitoring,Cerner,Health System,,PA,19406,181,21055,7653,45510,-45008465,71051699724,10342833445
3/1/22,0061K00000jUwsj,Stage 3 - Pricing,New Business,430091.5907,2/18/22,4/15/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000jUvmD,Stage 2 - Scoping,Existing Business,195787.3248,2/17/22,12/14/22,Privacy Monitoring,Other,Health System,,FL,33487,,161,,,,,
3/1/22,0061K00000jUqcL,Stage 2 - Scoping,New Business,186206.2389,2/15/22,4/19/23,Diversion Monitoring,Cerner,Health System,,WV,25301,6,1416,1619,6207,27071183,5499189689,1407693767
3/1/22,0061K00000jUoHF,Stage 1 - Evaluating,New Business,276001.0495,2/14/22,11/15/22,Diversion Monitoring,Cerner,Health System,,MD,21044,10,2300,5617,,13089763,11347446446,4817334541
3/1/22,0061K00000jUMwR,Stage 2 - Scoping,New Business,97848,2/1/22,9/23/22,Privacy Monitoring,Other,Health System,,KY,40202,94,6639,2564,,41255042,17191649638,3443617680
3/1/22,0061K00000jUkJX,Stage 2 - Scoping,New Business,134812.8,2/11/22,2/14/23,Diversion Monitoring,Meditech,Health System,,NY,12010,1,100,211,1103,6460864,489883683,145202520
3/1/22,0061K00000jUjM6,Stage 1 - Evaluating,New Business,163080,2/11/22,10/31/22,Diversion Monitoring,Epic,Health System,,FL,32806,11,2682,3903,,809949031,26347810275,4064110622
3/1/22,0061K00000jUhha,Stage 2 - Scoping,New Business,279902.6842,2/10/22,7/15/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,NJ,07103,,358,537,3431,186817004,3001578453,686455135
3/1/22,0061K00000jUeec,Stage 1 - Evaluating,Existing Business,0,2/9/22,5/31/22,Privacy Monitoring,Epic,Health System,,NY,14617,9,1239,2472,,102136961,6077117896,2275404141
3/1/22,0061K00000jUbKv,Stage 1 - Evaluating,Existing Business,142966.3379,2/8/22,11/1/22,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,12/31/23,OR,97216,25,168,397,,85273232,1337064906,324292470
3/1/22,0061K00000jUAcW,Stage 3 - Pricing,Existing Business,6341.99094,1/26/22,6/29/22,Privacy Monitoring,Epic,Health System,,NC,27610,5,996,1599,5568,101306930,5952209886,1464938842
3/1/22,0061K00000jU76x,Stage 1 - Evaluating,New Business,242417.3328,1/25/22,1/31/23,Diversion Monitoring,Cerner,Health System,,MD,21215,5,681,1363,6320,199693000,1627869099,1397358954
3/1/22,0061K00000jTHFC,Stage 3 - Pricing,New Business,2718,1/21/22,12/31/22,Privacy Monitoring,Epic,Health System,,LA,70403,2,357,373,1611,6303,1985570267,267733926
3/1/22,0061K00000jTF5J,Stage 1 - Evaluating,New Business,109589.76,1/20/22,12/31/22,Diversion Monitoring,Epic,Health System,,FL,33136,3,564,1759,4352,,10904781380,2290939882
3/1/22,0061K00000jTEIe,Stage 2 - Scoping,New Business,207145.6837,1/20/22,3/21/23,Privacy Monitoring,Epic,Health System,,DE,19901,2,409,862,3167,170265284,2313848058,829151103
3/1/22,0061K00000jTAze,Stage 2 - Scoping,New Business,195696,1/19/22,8/31/22,Privacy Monitoring,Cerner,Health System,,GA,30342,6,1726,3384,18354,554217939,22211079113,5155860725
3/1/22,0061K00000jT920,Stage 2 - Scoping,New Business,82445.99094,1/18/22,9/30/22,Diversion Monitoring,Meditech,Long Term Acute Care Hospital,12/31/23,NY,10461,3,225,33,734,1894400,223165200,120363988
3/1/22,0061K00000jT3QJ,Stage 3 - Pricing,New Business,401204.9313,1/14/22,7/1/22,Privacy Monitoring,Epic,Health System,,CA,92123,6,1680,2166,9113,66337716,15400166846,2964615943
3/1/22,0061K00000jT2kD,Stage 3 - Pricing,New Business,228312,1/14/22,8/26/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000jSjIo,Stage 3 - Pricing,New Business,162772.105,1/4/22,6/1/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000iqNvO,Stage 3 - Pricing,New Business,99718.03836,12/17/21,12/14/22,Diversion Monitoring,Meditech,Health System,,MN,55805,2,254,457,2241,99061290,1305502587,517417400
3/1/22,0061K00000iqL5v,Stage 3 - Pricing,New Business,70523.78292,12/16/21,5/19/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000iqIVh,Stage 2 - Scoping,Existing Business,289495.0498,12/15/21,9/14/22,Diversion Monitoring,Epic,Health System,,KY,40536,6,1294,2385,,1167635729,9948591988,2638982448
3/1/22,0061K00000iqIMQ,Stage 2 - Scoping,New Business,261625.2214,12/15/21,12/31/22,Privacy Monitoring,Epic,Health System,,TX,76903,4,631,451,,629107196,3133138948,726221386
3/1/22,0061K00000iqFKu,Stage 2 - Scoping,New Business,163508.7373,12/14/21,6/15/22,Diversion Monitoring,Cerner,Health System,,RI,02905,3,713,1264,4105,231425083,2140842642,866096556
3/1/22,0061K00000iqaqC,Stage 2 - Scoping,New Business,436125.605,12/23/21,12/15/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,12/31/23,TX,78229,,657,1397,,369795724,4803778711,1096152133
3/1/22,0061K00000iq9K9,Stage 1 - Evaluating,New Business,40770,12/10/21,3/23/23,Diversion Monitoring,Epic,Health System,,NJ,08837,18,4438,6636,,34261748,21201628270,5673294538
3/1/22,0061K00000iq8LG,Stage 3 - Pricing,New Business,99432.40374,12/10/21,7/31/22,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,6/30/23,CA,93906,,144,303,2002,297509163,1379358363,306843363
3/1/22,0061K00000iq8Gf,Stage 1 - Evaluating,New Business,62836.46352,12/10/21,6/20/23,Privacy Monitoring,Other,Childrens Hospital,9/30/23,MA,02115,2,485,2983,,1382000,3166453224,1585985692
3/1/22,0061K00000ipxxO,Stage 5 - Contracting,Existing Business,64254.85182,12/6/21,3/31/22,Diversion Monitoring,Cerner,Health System,,SC,29440,4,267,438,1282,16026152,1364858789,386358507
3/1/22,0061K00000ipuut,Stage 5 - Contracting,New Business,108289.7678,12/3/21,3/25/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,12/31/23,WA,98362,,78,388,1297,15075796,503173244,237852054
3/1/22,0061K00000ipSHs,Stage 3 - Pricing,Existing Business,63828.64224,11/19/21,10/31/22,Diversion Monitoring,Other,Short Term Acute Care Hospital,12/31/23,NJ,08822,,184,584,1582,48893674,1195698367,358356591
3/1/22,0061K00000iprKY,Stage 3 - Pricing,New Business,194902.0722,12/2/21,9/1/22,Diversion Monitoring,Cerner,Health System,,UT,84111,33,3904,10276,18061,23524519,26339856373,9065431259
3/1/22,0061K00000ipQ0l,Stage 4 - Verbal / VOC,New Business,171292.0565,11/18/21,6/15/22,Diversion Monitoring,Cerner,Health System,,TX,78539,6,432,1222,3967,15836756,3437067056,847768648
3/1/22,0061K00000ipK8W,Stage 3 - Pricing,Existing Business,407700,11/15/21,7/28/22,Diversion Monitoring,Cerner,Health System,,MO,63134,129,17701,26452,82479,182235955,90754228957,22843390899
3/1/22,0061K00000ipJJr,Stage 3 - Pricing,New Business,314141.1399,11/15/21,8/31/22,Privacy Monitoring,Epic,Health System,,NJ,08053,5,1328,1681,7390,17053021,12434163918,1889100630
3/1/22,0061K00000ipj4g,Stage 3 - Pricing,New Business,151210.0048,11/29/21,9/30/22,Diversion Monitoring,Other,Short Term Acute Care Hospital,8/31/23,TX,77701,1,358,414,1405,87068240,2296036214,319737232
3/1/22,0061K00000ipDQS,Stage 3 - Pricing,New Business,259150.2106,11/11/21,10/20/22,Privacy Monitoring,Meditech,Health System,,SD,57108,41,1574,2193,10518,157870152,7189944817,2649280959
3/1/22,0061K00000ipB8D,Stage 5 - Contracting,New Business,85697.181,11/10/21,3/31/22,Diversion Monitoring,Meditech,Health System,,MA,01440,2,135,262,848,1757448,421888161,165861750
3/1/22,0061K00000ip7gw,Stage 3 - Pricing,New Business,260928,11/9/21,12/31/22,Privacy Monitoring,Epic,Health System,,WA,98195,4,1408,4428,14786,388798669,11749951663,3924138597
3/1/22,0061K00000ip7dT,Stage 1 - Evaluating,New Business,19178.208,11/9/21,12/31/22,Privacy Monitoring,Epic,Health System,,CA,94612,44,9819,26457,,3954885,74710238837,22109572374
3/1/22,0061K00000ip0ii,Stage 3 - Pricing,New Business,239178.0476,11/5/21,11/1/22,Diversion Monitoring,Other,Health System,,PA,15009,3,365,1094,2259,-2847155,1173180876,389237226
3/1/22,0061K00000ioytq,Stage 3 - Pricing,New Business,186929.0366,11/4/21,7/22/22,Diversion Monitoring,Epic,Health System,,TX,78411,2,191,367,1651,30780388,1279073317,238783276
3/1/22,0061K00000iouQG,Stage 3 - Pricing,New Business,538164,11/3/21,6/21/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000inoBp,Stage 3 - Pricing,New Business,65932.21116,10/26/21,9/6/22,Privacy Monitoring,Other,Short Term Acute Care Hospital,12/31/23,AL,36867,,47,62,282,7233136,233513919,75217046
3/1/22,0061K00000inmka,Stage 5 - Contracting,New Business,412611.127,10/25/21,10/14/22,Diversion Monitoring,Epic,Health System,,CT,06103,10,1923,4987,14109,124393270,11873584191,3843687162
3/1/22,0061K00000inezW,Stage 3 - Pricing,New Business,104373.1026,10/21/21,12/25/22,Diversion Monitoring,Other,Short Term Acute Care Hospital,6/30/23,TN,37804,,161,590,1808,5399697,1299770551,308186544
3/1/22,0061K00000in8pI,Closed Lost,Existing Business,40770,10/7/21,2/7/22,Diversion Monitoring,Epic,Health System,,IN,46321,4,733,1152,4413,14311,4094676647,1059298669
3/1/22,0061K00000in4ES,Stage 4 - Verbal / VOC,New Business,112048.9792,10/5/21,3/24/22,Diversion Monitoring,Epic,Health System,,WY,82001,2,233,395,1503,59543315,968775276,354143396
3/1/22,0061K00000imZyk,Stage 3 - Pricing,New Business,181337.6758,9/21/21,6/17/22,Diversion Monitoring,Cerner,Health System,,OK,73120,2,140,159,2217,61902619,1876868267,490498372
3/1/22,0061K00000imXXX,Stage 2 - Scoping,New Business,113689.0748,9/20/21,9/30/22,Diversion Monitoring,Epic,Health System,,PA,17602,4,900,1796,,62522087,3893427987,1339979127
3/1/22,0061K00000imu57,Stage 5 - Contracting,New Business,73831.91508,9/30/21,3/17/22,Privacy Monitoring,Other,,,,,,,,500,,,
3/1/22,0061K00000impgm,Stage 3 - Pricing,New Business,640781.329,9/29/21,6/30/22,Privacy Monitoring,Cerner,Health System,,AZ,85012,35,5866,7625,26680,40703,29936053220,10023977310
3/1/22,0061K00000imhRk,Stage 2 - Scoping,New Business,147261.9739,9/24/21,9/24/22,Diversion Monitoring,Cerner,Childrens Hospital,6/30/23,CA,92868,2,334,592,3038,236696142,3719511108,895449743
3/1/22,0061K00000imcaG,Closed Lost,Existing Business,90599.094,9/22/21,2/16/22,Privacy Monitoring,Epic,Childrens Hospital,8/31/23,IL,60611,,364,1675,4754,123858245,3091601985,1039410390
3/1/22,0061K00000imc4t,Stage 2 - Scoping,New Business,236120.515,9/22/21,9/21/22,Diversion Monitoring,Epic,Childrens Hospital,6/30/23,PA,19104,2,627,2400,,150567193,7675757284,2499301794
3/1/22,0061K00000imbYE,Stage 2 - Scoping,New Business,122310,9/22/21,8/30/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,NC,28054,2,396,689,2619,-20364,2463745605,619357809
3/1/22,0061K00000hy6PF,Stage 3 - Pricing,New Business,272362.5173,9/17/21,9/16/22,Diversion Monitoring,Epic,Health System,,KY,40202,9,1548,2682,8521,24264172,11091283704,2911160066
3/1/22,0061K00000hxpAG,Stage 2 - Scoping,Existing Business,249668.3045,9/8/21,6/15/22,Diversion Monitoring,Epic,Health System,,PA,17403,8,1311,3042,,104128081,8436439778,2978586312
3/1/22,0061K00000hxJMA,Stage 3 - Pricing,New Business,96241.82508,8/23/21,5/20/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000hxgbR,Stage 3 - Pricing,New Business,198001.0814,9/3/21,3/17/22,Privacy Monitoring,Other,Health System,,FL,32955,4,904,1408,3634,906406633,5533721975,1081217315
3/1/22,0061K00000hxEh7,Stage 3 - Pricing,New Business,64658.47482,8/20/21,8/30/22,Diversion Monitoring,Cerner,Short Term Acute Care Hospital,12/31/23,OH,44857,,78,156,890,2466847,348764480,148292291
3/1/22,0061K00000hxcGf,Stage 4 - Verbal / VOC,New Business,118007.406,9/1/21,9/21/22,Privacy Monitoring,Cerner,Health System,,NJ,08234,2,446,698,3241,13602974,3694121935,791350108
3/1/22,0061K00000hxAip,Stage 3 - Pricing,New Business,314744.4,8/18/21,6/8/22,Privacy Monitoring,Cerner,Health System,,AL,35242,163,9367,1138,18053,578875911,6046405916,4026232705
3/1/22,0061K00000hwYz2,Stage 3 - Pricing,New Business,389428.5168,7/27/21,3/20/22,Privacy Monitoring,Epic,Health System,,MN,55805,15,1321,2270,7707,491171647,5373406365,2252975487
3/1/22,0061K00000hwyXo,Stage 3 - Pricing,New Business,129626.856,8/11/21,3/31/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000hwXnA,Stage 3 - Pricing,New Business,178844.4,7/26/21,12/28/22,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000hwoyF,Stage 3 - Pricing,New Business,67545.34416,8/5/21,7/14/22,Privacy Monitoring,Epic,Critical Access Hospital,12/31/23,WA,98368,,25,182,474,46848800,320025849,147963469
3/1/22,0061K00000hwfrI,Stage 2 - Scoping,New Business,161667.4554,7/30/21,10/14/22,Diversion Monitoring,Epic,Health System,,GA,30329,3,649,1195,5403,-27891671,4345475855,1847462241
3/1/22,0061K00000hwfqe,Stage 3 - Pricing,New Business,119357.5453,7/30/21,7/15/22,Diversion Monitoring,Epic,Health System,,MI,48602,3,754,771,3922,14189584,2474894056,685295627
3/1/22,0061K00000hwbcE,Stage 3 - Pricing,New Business,41640.73848,7/28/21,5/20/22,Diversion Monitoring,Meditech,Short Term Acute Care Hospital,10/31/23,LA,70634,,60,99,297,1045974,193549383,44216031
3/1/22,0061K00000hvZ07,Stage 3 - Pricing,New Business,222651.6019,7/15/21,7/14/22,Diversion Monitoring,Epic,Health System,,IL,60612,2,434,1273,4524,369659484,3229885687,1009787389
3/1/22,0061K00000hvYz4,Stage 2 - Scoping,New Business,137402.5104,7/15/21,7/6/22,Diversion Monitoring,Other,Health System,,PA,17055,33,1087,117,,10780681,746271456,457895657
3/1/22,0061K00000hvYx3,Stage 3 - Pricing,New Business,107276.6876,7/15/21,7/15/23,Privacy Monitoring,Other,,,,,,,,,,,
3/1/22,0061K00000hvMZ1,Stage 2 - Scoping,New Business,535352.3649,7/7/21,5/31/22,Compliance Analytics,Epic,Health System,,NY,10017,9,3271,6566,26079,451419495,24602264642,5858209413
3/1/22,0061K00000hvFvU,Stage 3 - Pricing,New Business,90800.3619,7/2/21,12/30/22,Diversion Monitoring,Cerner,Health System,,TN,38401,3,305,409,2002,69030782,1460600399,365065858
3/1/22,0061K00000hv8MS,Stage 5 - Contracting,New Business,116817.6559,6/29/21,5/21/22,Diversion Monitoring,Epic,Health System,,AL,36607,5,751,1005,2983,16738191,2501585155,852661923
3/1/22,0061K00000hv2em,Stage 5 - Contracting,New Business,108715.4881,6/25/21,6/30/22,Diversion Monitoring,Epic,Short Term Acute Care Hospital,6/30/23,MD,21204,,82,1104,3070,135962000,752444663,551835781
3/1/22,0061K00000hv28J,Stage 3 - Pricing,New Business,123774.1322,6/25/21,8/30/22,Diversion Monitoring,Cerner,Health System,,MN,55404,2,533,604,4117,28246510,2090194181,965543497
3/1/22,0061K00000hv1rt,Stage 3 - Pricing,New Business,622965.6,6/25/21,12/30/22,Privacy Monitoring,Cerner,Health System,,TX,75254,85,13967,14639,43882,70923889,1.18521E+11,14173901119
3/1/22,0061K00000huuIx,Stage 3 - Pricing,New Business,331793.653,6/21/21,11/17/22,Diversion Monitoring,Epic,Short Term Acute Care Hospital,9/30/23,FL,33606,,898,1603,7062,175593803,10339881625,1734329798
3/1/22,0061K00000hupw0,Stage 3 - Pricing,New Business,180080.6008,6/18/21,10/27/22,Diversion Monitoring,Other,Health System,,NY,11219,3,775,1477,5738,50124904,5310945937,1314318000
3/1/22,0061K00000hupSc,Stage 3 - Pricing,New Business,0,6/18/21,9/11/22,Privacy Monitoring,Epic,Health System,,IL,60606,158,19495,29401,124923,3415828273,1.32099E+11,29075511531
3/1/22,0061K00000huJjk,Stage 3 - Pricing,New Business,257807.8175,6/1/21,12/30/22,Diversion Monitoring,Cerner,Health System,,TN,38104,6,1648,1512,9035,-10222230,7284602305,1794046405
3/1/22,0061K00000huj2w,Stage 3 - Pricing,New Business,99843.33816,6/15/21,6/23/22,Privacy Monitoring,Epic,Short Term Acute Care Hospital,12/31/23,NE,68701,,131,208,829,73405130,516261273,198063643
3/1/22,0061K00000hu2hc,Stage 1 - Evaluating,New Business,0,5/24/21,10/18/22,Privacy Monitoring,Epic,Health System,,VA,22601,6,590,1034,,28298752,2194601612,979842879
3/1/22,0061K00000htxKv,Stage 1 - Evaluating,New Business,547948.8,5/20/21,10/1/22,Diversion Monitoring,Epic,Health System,,IL,60606,158,19495,29401,,3415828273,1.32099E+11,29075511531
